"apgcode","occurrences"
"gun_921","6478"
"gun_1166","6461"
"gun_889","6460"
"gun_1154","6441"
"gun_2500","6441"
"gun_2124","6440"
"gun_4410","6424"
"gun_39","6420"
"gun_881","6420"
"gun_9108","6413"
"gun_1220","6408"
"gun_551","6408"
"gun_1002","6405"
"gun_2019","6402"
"gun_809","6392"
"gun_1046","6391"
"gun_653","6391"
"gun_2140","6390"
"gun_6420","6390"
"gun_849","6386"
"gun_853","6386"
"gun_791","6384"
"gun_1250","6380"
"gun_5490","6375"
"gun_2792","6372"
"gun_1225","6370"
"gun_1156","6364"
"gun_883","6360"
"gun_1731","6348"
"gun_2360","6348"
"gun_781","6348"
"gun_8460","6348"
"gun_1746","6344"
"gun_3090","6336"
"gun_1070","6319"
"gun_1004","6318"
"gun_897","6314"
"gun_2172","6300"
"gun_865","6300"
"gun_1734","6298"
"gun_1956","6283"
"gun_2296","6279"
"gun_1158","6278"
"gun_787","6270"
"gun_2248","6264"
"gun_7360","6264"
"gun_6512","6241"
"gun_1785","6240"
"gun_2028","6240"
"gun_2840","6240"
"gun_879","6237"
"gun_2232","6232"
"gun_1370","6231"
"gun_963","6231"
"gun_1086","6230"
"gun_3780","6230"
"gun_841","6222"
"gun_1234","6213"
"gun_1396","6210"
"gun_2632","6205"
"gun_813","6205"
"gun_779","6204"
"gun_866","6204"
"gun_767","6188"
"gun_773","6188"
"gun_703","6180"
"gun_1052","6177"
"gun_2104","6177"
"gun_793","6164"
"gun_2408","6160"
"gun_988","6160"
"gun_909","6142"
"gun_2156","6141"
"gun_987","6138"
"gun_2187","6136"
"gun_1084","6120"
"gun_1236","6111"
"gun_673","6111"
"gun_1448","6106"
"gun_2216","6106"
"gun_1950","6104"
"gun_785","6097"
"gun_939","6097"
"gun_1038","6090"
"gun_4884","6083"
"gun_637","6083"
"gun_4600","6077"
"gun_867","6076"
"gun_1014","6075"
"gun_1180","6072"
"gun_3540","6072"
"gun_4290","6072"
"gun_7080","6072"
"gun_1116","6059"
"gun_73","6052"
"gun_751","6052"
"gun_757","6052"
"gun_1124","6048"
"gun_1602","6048"
"gun_349","6048"
"gun_6688","6048"
"gun_698","6048"
"gun_851","6048"
"gun_859","6048"
"gun_1282","6045"
"gun_789","6035"
"gun_1854","6030"
"gun_927","6030"
"gun_695","6018"
"gun_337","6014"
"gun_674","6014"
"gun_1010","6006"
"gun_1148","6006"
"gun_1312","6003"
"gun_1924","6003"
"gun_2277","5994"
"gun_629","5994"
"gun_1216","5984"
"gun_743","5984"
"gun_763","5980"
"gun_3180","5928"
"gun_6360","5928"
"gun_998","5920"
"gun_391","5916"
"gun_2394","5915"
"gun_749","5915"
"gun_1305","5913"
"gun_1202","5900"
"gun_6870","5900"
"gun_1108","5893"
"gun_835","5893"
"gun_1078","5890"
"gun_922","5890"
"gun_5313","5886"
"gun_3040","5880"
"gun_4068","5880"
"gun_4860","5880"
"gun_727","5874"
"gun_769","5874"
"gun_7020","5858"
"gun_1204","5852"
"gun_956","5850"
"gun_1804","5848"
"gun_1983","5848"
"gun_661","5848"
"gun_2170","5840"
"gun_2352","5840"
"gun_2800","5840"
"gun_8400","5840"
"gun_2415","5829"
"gun_3400","5829"
"gun_2130","5828"
"gun_5016","5824"
"gun_755","5824"
"gun_827","5822"
"gun_932","5820"
"gun_7050","5810"
"gun_4386","5808"
"gun_5670","5808"
"gun_719","5808"
"gun_181","5800"
"gun_362","5800"
"gun_679","5800"
"gun_2072","5796"
"gun_2152","5796"
"gun_4230","5796"
"gun_845","5796"
"gun_873","5796"
"gun_1323","5795"
"gun_62","5785"
"gun_383","5780"
"gun_838","5772"
"gun_529","5767"
"gun_982","5767"
"gun_8100","5763"
"gun_1015","5760"
"gun_6300","5760"
"gun_843","5760"
"gun_1768","5757"
"gun_1384","5742"
"gun_671","5742"
"gun_373","5734"
"gun_746","5734"
"gun_906","5734"
"gun_3344","5724"
"gun_761","5720"
"gun_733","5696"
"gun_6222","5695"
"gun_766","5695"
"gun_613","5688"
"gun_323","5680"
"gun_607","5680"
"gun_646","5680"
"gun_794","5676"
"gun_962","5676"
"gun_788","5673"
"gun_1674","5670"
"gun_837","5670"
"gun_916","5664"
"gun_2670","5658"
"gun_753","5655"
"gun_2120","5644"
"gun_635","5640"
"gun_649","5640"
"gun_986","5640"
"gun_725","5632"
"gun_741","5632"
"gun_1352","5626"
"gun_822","5621"
"gun_1969","5616"
"gun_521","5616"
"gun_1640","5612"
"gun_1764","5612"
"gun_313","5610"
"gun_626","5610"
"gun_341","5609"
"gun_682","5609"
"gun_995","5609"
"gun_739","5607"
"gun_831","5605"
"gun_745","5590"
"gun_1076","5589"
"gun_6630","5586"
"gun_847","5576"
"gun_1336","5568"
"gun_173","5568"
"gun_346","5568"
"gun_647","5568"
"gun_692","5568"
"gun_891","5568"
"gun_3672","5551"
"gun_2424","5550"
"gun_1030","5544"
"gun_1036","5544"
"gun_1986","5544"
"gun_2385","5544"
"gun_321","5544"
"gun_331","5544"
"gun_389","5544"
"gun_662","5544"
"gun_731","5544"
"gun_7740","5544"
"gun_778","5544"
"gun_993","5544"
"gun_319","5530"
"gun_599","5530"
"gun_638","5530"
"gun_878","5530"
"gun_1256","5525"
"gun_737","5525"
"gun_946","5525"
"gun_1168","5520"
"gun_619","5520"
"gun_978","5520"
"gun_4554","5512"
"gun_5580","5508"
"gun_724","5504"
"gun_667","5490"
"gun_641","5487"
"gun_8184","5487"
"gun_717","5481"
"gun_3150","5475"
"gun_6150","5475"
"gun_329","5472"
"gun_806","5472"
"gun_283","5467"
"gun_566","5467"
"gun_611","5460"
"gun_8190","5460"
"gun_975","5460"
"gun_994","5460"
"gun_2790","5456"
"gun_5360","5456"
"gun_1304","5452"
"gun_338","5452"
"gun_631","5452"
"gun_676","5452"
"gun_8466","5452"
"gun_3256","5451"
"gun_1060","5440"
"gun_1264","5440"
"gun_1425","5440"
"gun_805","5440"
"gun_650","5432"
"gun_659","5429"
"gun_885","5428"
"gun_1700","5427"
"gun_709","5418"
"gun_1245","5408"
"gun_7840","5406"
"gun_721","5395"
"gun_2976","5394"
"gun_334","5394"
"gun_623","5394"
"gun_668","5394"
"gun_713","5394"
"gun_583","5390"
"gun_7830","5372"
"gun_772","5369"
"gun_861","5369"
"gun_7440","5368"
"gun_884","5358"
"gun_1780","5346"
"gun_2056","5346"
"gun_8800","5346"
"gun_685","5340"
"gun_1265","5332"
"gun_2530","5332"
"gun_3795","5332"
"gun_367","5330"
"gun_665","5330"
"gun_734","5330"
"gun_957","5330"
"gun_1064","5325"
"gun_1130","5320"
"gun_565","5320"
"gun_934","5320"
"gun_311","5313"
"gun_533","5313"
"gun_593","5313"
"gun_622","5313"
"gun_955","5313"
"gun_729","5310"
"gun_643","5307"
"gun_5220","5304"
"gun_807","5301"
"gun_1034","5293"
"gun_1568","5280"
"gun_587","5280"
"gun_775","5280"
"gun_9840","5280"
"gun_163","5278"
"gun_326","5278"
"gun_652","5278"
"gun_701","5270"
"gun_3612","5264"
"gun_942","5256"
"gun_1688","5254"
"gun_557","5254"
"gun_892","5254"
"gun_3920","5253"
"gun_4572","5251"
"gun_309","5250"
"gun_1845","5248"
"gun_5814","5248"
"gun_595","5248"
"gun_655","5248"
"gun_307","5244"
"gun_589","5244"
"gun_614","5244"
"gun_316","5236"
"gun_801","5236"
"gun_3336","5229"
"gun_914","5226"
"gun_625","5225"
"gun_547","5214"
"gun_1340","5208"
"gun_2680","5208"
"gun_697","5185"
"gun_707","5185"
"gun_139","5184"
"gun_575","5183"
"gun_1545","5180"
"gun_559","5180"
"gun_591","5180"
"gun_7482","5180"
"gun_1096","5175"
"gun_274","5175"
"gun_577","5175"
"gun_890","5166"
"gun_571","5160"
"gun_548","5159"
"gun_1028","5148"
"gun_1794","5146"
"gun_1048","5135"
"gun_1276","5133"
"gun_3429","5133"
"gun_5370","5133"
"gun_689","5124"
"gun_1197","5120"
"gun_431","5120"
"gun_3060","5115"
"gun_6400","5115"
"gun_8700","5115"
"gun_527","5112"
"gun_1212","5106"
"gun_299","5106"
"gun_569","5106"
"gun_818","5103"
"gun_2410","5100"
"gun_581","5100"
"gun_669","5100"
"gun_6820","5084"
"gun_898","5084"
"gun_167","5082"
"gun_617","5076"
"gun_157","5074"
"gun_314","5074"
"gun_3105","5060"
"gun_1551","5056"
"gun_2254","5056"
"gun_4508","5056"
"gun_9016","5056"
"gun_3856","5044"
"gun_263","5041"
"gun_526","5041"
"gun_1302","5040"
"gun_251","5040"
"gun_2850","5040"
"gun_359","5040"
"gun_502","5040"
"gun_718","5040"
"gun_493","5037"
"gun_693","5037"
"gun_758","5037"
"gun_271","5032"
"gun_542","5032"
"gun_1452","5025"
"gun_1554","5025"
"gun_1090","5022"
"gun_2180","5022"
"gun_545","5022"
"gun_449","5016"
"gun_628","5015"
"gun_6292","4998"
"gun_681","4980"
"gun_691","4980"
"gun_1628","4977"
"gun_1668","4977"
"gun_834","4977"
"gun_902","4968"
"gun_1520","4960"
"gun_802","4960"
"gun_1314","4958"
"gun_2550","4958"
"gun_2772","4958"
"gun_657","4958"
"gun_553","4956"
"gun_1192","4941"
"gun_26","4940"
"gun_262","4940"
"gun_317","4940"
"gun_634","4940"
"gun_951","4940"
"gun_1082","4928"
"gun_5244","4928"
"gun_541","4928"
"gun_233","4920"
"gun_466","4920"
"gun_683","4920"
"gun_699","4920"
"gun_1672","4914"
"gun_3660","4914"
"gun_7304","4914"
"gun_7320","4914"
"gun_836","4914"
"gun_247","4899"
"gun_494","4899"
"gun_65","4898"
"gun_710","4898"
"gun_302","4897"
"gun_158","4896"
"gun_742","4896"
"gun_908","4896"
"gun_1725","4895"
"gun_777","4891"
"gun_886","4891"
"gun_1072","4884"
"gun_1790","4884"
"gun_895","4884"
"gun_293","4880"
"gun_586","4880"
"gun_266","4875"
"gun_532","4875"
"gun_938","4875"
"gun_795","4872"
"gun_771","4860"
"gun_9360","4851"
"gun_605","4845"
"gun_3924","4840"
"gun_981","4840"
"gun_1275","4838"
"gun_149","4838"
"gun_2350","4838"
"gun_2392","4838"
"gun_298","4838"
"gun_711","4838"
"gun_618","4836"
"gun_705","4836"
"gun_8000","4830"
"gun_894","4830"
"gun_151","4828"
"gun_1592","4828"
"gun_535","4828"
"gun_844","4828"
"gun_868","4828"
"gun_1689","4819"
"gun_5406","4819"
"gun_1528","4818"
"gun_473","4818"
"gun_608","4814"
"gun_6960","4810"
"gun_790","4800"
"gun_523","4788"
"gun_992","4788"
"gun_1298","4784"
"gun_601","4784"
"gun_1374","4779"
"gun_229","4779"
"gun_458","4779"
"gun_687","4779"
"gun_401","4774"
"gun_325","4770"
"gun_471","4761"
"gun_519","4760"
"gun_543","4760"
"gun_786","4760"
"gun_131","4758"
"gun_1461","4758"
"gun_1552","4757"
"gun_726","4757"
"gun_4920","4752"
"gun_197","4745"
"gun_289","4740"
"gun_517","4740"
"gun_578","4740"
"gun_854","4740"
"gun_3480","4736"
"gun_433","4736"
"gun_524","4736"
"gun_69","4725"
"gun_814","4725"
"gun_1400","4720"
"gun_290","4720"
"gun_4200","4720"
"gun_826","4720"
"gun_759","4717"
"gun_875","4717"
"gun_9996","4712"
"gun_461","4704"
"gun_2508","4698"
"gun_4400","4698"
"gun_2136","4692"
"gun_4000","4690"
"gun_2288","4686"
"gun_9990","4686"
"gun_237","4680"
"gun_513","4680"
"gun_633","4680"
"gun_297","4672"
"gun_127","4662"
"gun_1160","4661"
"gun_2250","4661"
"gun_606","4661"
"gun_999","4661"
"gun_2224","4650"
"gun_278","4650"
"gun_1992","4628"
"gun_1704","4623"
"gun_239","4623"
"gun_478","4623"
"gun_852","4623"
"gun_347","4620"
"gun_694","4620"
"gun_77","4620"
"gun_842","4620"
"gun_950","4620"
"gun_221","4617"
"gun_505","4615"
"gun_928","4615"
"gun_193","4608"
"gun_386","4608"
"gun_303","4602"
"gun_603","4602"
"gun_71","4602"
"gun_604","4592"
"gun_3828","4590"
"gun_1696","4588"
"gun_501","4582"
"gun_5880","4576"
"gun_1590","4575"
"gun_1860","4575"
"gun_3720","4575"
"gun_1221","4560"
"gun_419","4556"
"gun_850","4556"
"gun_437","4554"
"gun_812","4554"
"gun_621","4544"
"gun_291","4543"
"gun_754","4543"
"gun_6016","4536"
"gun_539","4526"
"gun_511","4524"
"gun_169","4514"
"gun_328","4514"
"gun_4512","4514"
"gun_1326","4503"
"gun_442","4503"
"gun_663","4503"
"gun_2370","4500"
"gun_1960","4488"
"gun_235","4488"
"gun_610","4488"
"gun_820","4485"
"gun_876","4485"
"gun_243","4484"
"gun_287","4484"
"gun_574","4484"
"gun_579","4484"
"gun_582","4484"
"gun_686","4484"
"gun_497","4480"
"gun_1936","4473"
"gun_281","4466"
"gun_4500","4466"
"gun_562","4466"
"gun_1430","4465"
"gun_855","4464"
"gun_596","4455"
"gun_3320","4453"
"gun_656","4453"
"gun_642","4450"
"gun_1896","4440"
"gun_948","4440"
"gun_279","4425"
"gun_137","4422"
"gun_57","4422"
"gun_1016","4420"
"gun_2940","4420"
"gun_796","4420"
"gun_2864","4410"
"gun_609","4410"
"gun_76","4410"
"gun_4998","4408"
"gun_1125","4402"
"gun_481","4402"
"gun_848","4402"
"gun_1184","4400"
"gun_292","4400"
"gun_584","4400"
"gun_747","4400"
"gun_164","4392"
"gun_397","4392"
"gun_82","4392"
"gun_925","4392"
"gun_5720","4389"
"gun_499","4380"
"gun_968","4380"
"gun_651","4368"
"gun_411","4356"
"gun_447","4356"
"gun_915","4356"
"gun_1098","4355"
"gun_730","4352"
"gun_860","4352"
"gun_142","4345"
"gun_1062","4340"
"gun_632","4340"
"gun_765","4340"
"gun_277","4332"
"gun_554","4332"
"gun_3630","4331"
"gun_409","4331"
"gun_7260","4331"
"gun_1140","4312"
"gun_285","4312"
"gun_3690","4312"
"gun_485","4312"
"gun_970","4312"
"gun_558","4307"
"gun_8640","4307"
"gun_1446","4300"
"gun_723","4300"
"gun_403","4290"
"gun_7520","4290"
"gun_1464","4288"
"gun_453","4288"
"gun_1068","4284"
"gun_267","4284"
"gun_5160","4284"
"gun_1194","4278"
"gun_145","4278"
"gun_489","4278"
"gun_597","4278"
"gun_1112","4275"
"gun_722","4275"
"gun_7452","4266"
"gun_6600","4263"
"gun_242","4260"
"gun_6210","4260"
"gun_2720","4248"
"gun_3410","4248"
"gun_491","4248"
"gun_952","4248"
"gun_2100","4240"
"gun_700","4240"
"gun_1494","4234"
"gun_2988","4234"
"gun_8880","4225"
"gun_1107","4224"
"gun_2068","4224"
"gun_1432","4221"
"gun_804","4221"
"gun_361","4218"
"gun_509","4218"
"gun_107","4216"
"gun_214","4216"
"gun_254","4216"
"gun_508","4216"
"gun_209","4212"
"gun_418","4212"
"gun_487","4212"
"gun_1815","4200"
"gun_439","4200"
"gun_484","4189"
"gun_5100","4187"
"gun_563","4187"
"gun_580","4187"
"gun_1830","4183"
"gun_1470","4182"
"gun_735","4182"
"gun_980","4182"
"gun_477","4180"
"gun_445","4176"
"gun_3200","4161"
"gun_4440","4160"
"gun_79","4160"
"gun_1155","4158"
"gun_1308","4158"
"gun_327","4158"
"gun_654","4158"
"gun_764","4158"
"gun_217","4148"
"gun_2310","4144"
"gun_2010","4140"
"gun_3744","4140"
"gun_819","4140"
"gun_2002","4134"
"gun_284","4134"
"gun_568","4134"
"gun_602","4131"
"gun_1710","4130"
"gun_3420","4130"
"gun_5130","4130"
"gun_515","4130"
"gun_534","4130"
"gun_556","4125"
"gun_134","4118"
"gun_6480","4118"
"gun_67","4118"
"gun_1083","4104"
"gun_1254","4104"
"gun_627","4104"
"gun_762","4104"
"gun_1928","4100"
"gun_3450","4100"
"gun_964","4100"
"gun_615","4096"
"gun_223","4095"
"gun_446","4095"
"gun_874","4095"
"gun_8976","4095"
"gun_1480","4087"
"gun_740","4087"
"gun_639","4081"
"gun_935","4080"
"gun_3870","4074"
"gun_531","4071"
"gun_808","4071"
"gun_1600","4070"
"gun_269","4070"
"gun_538","4070"
"gun_482","4050"
"gun_2610","4047"
"gun_1566","4032"
"gun_2838","4032"
"gun_748","4030"
"gun_3300","4028"
"gun_4620","4028"
"gun_1146","4020"
"gun_573","4020"
"gun_227","4018"
"gun_454","4018"
"gun_4972","4018"
"gun_3024","4015"
"gun_592","4015"
"gun_1740","4012"
"gun_304","4004"
"gun_1722","4002"
"gun_5658","3999"
"gun_231","3996"
"gun_475","3990"
"gun_1144","3976"
"gun_1026","3968"
"gun_146","3968"
"gun_2560","3968"
"gun_5120","3968"
"gun_2244","3965"
"gun_103","3960"
"gun_1206","3960"
"gun_1368","3960"
"gun_206","3960"
"gun_421","3960"
"gun_425","3953"
"gun_457","3953"
"gun_238","3944"
"gun_2816","3944"
"gun_476","3944"
"gun_1806","3942"
"gun_265","3942"
"gun_530","3942"
"gun_1716","3933"
"gun_2460","3933"
"gun_3432","3933"
"gun_469","3933"
"gun_496","3933"
"gun_7854","3922"
"gun_9152","3922"
"gun_8364","3920"
"gun_379","3906"
"gun_706","3905"
"gun_1272","3904"
"gun_147","3904"
"gun_441","3904"
"gun_732","3904"
"gun_1005","3900"
"gun_6660","3900"
"gun_7290","3900"
"gun_1122","3894"
"gun_213","3894"
"gun_219","3894"
"gun_561","3894"
"gun_6240","3894"
"gun_1744","3888"
"gun_259","3886"
"gun_3240","3886"
"gun_518","3886"
"gun_5940","3886"
"gun_8910","3886"
"gun_1386","3876"
"gun_4050","3876"
"gun_490","3876"
"gun_996","3876"
"gun_154","3864"
"gun_415","3864"
"gun_467","3864"
"gun_7980","3864"
"gun_1035","3850"
"gun_1496","3848"
"gun_4488","3848"
"gun_2480","3844"
"gun_423","3843"
"gun_2486","3840"
"gun_2912","3840"
"gun_101","3835"
"gun_202","3835"
"gun_404","3835"
"gun_798","3834"
"gun_245","3825"
"gun_407","3819"
"gun_776","3819"
"gun_507","3808"
"gun_1573","3800"
"gun_2600","3796"
"gun_784","3796"
"gun_141","3782"
"gun_171","3782"
"gun_377","3782"
"gun_2656","3780"
"gun_427","3780"
"gun_670","3780"
"gun_716","3780"
"gun_9660","3780"
"gun_413","3776"
"gun_549","3770"
"gun_5640","3770"
"gun_305","3762"
"gun_598","3752"
"gun_81","3752"
"gun_355","3750"
"gun_2000","3744"
"gun_4136","3744"
"gun_6900","3723"
"gun_1110","3721"
"gun_555","3721"
"gun_211","3720"
"gun_3360","3720"
"gun_4080","3720"
"gun_422","3720"
"gun_5040","3720"
"gun_5400","3720"
"gun_6720","3720"
"gun_7680","3720"
"gun_8160","3720"
"gun_333","3717"
"gun_365","3712"
"gun_1890","3710"
"gun_525","3710"
"gun_371","3705"
"gun_1260","3700"
"gun_241","3700"
"gun_2520","3700"
"gun_417","3696"
"gun_760","3696"
"gun_257","3692"
"gun_514","3692"
"gun_260","3685"
"gun_395","3685"
"gun_6204","3685"
"gun_9504","3680"
"gun_215","3672"
"gun_399","3672"
"gun_462","3672"
"gun_121","3660"
"gun_2280","3660"
"gun_4560","3660"
"gun_4800","3660"
"gun_6840","3660"
"gun_7200","3660"
"gun_9120","3660"
"gun_9600","3660"
"gun_856","3658"
"gun_98","3658"
"gun_4224","3657"
"gun_4576","3657"
"gun_903","3657"
"gun_4257","3655"
"gun_1050","3650"
"gun_1074","3648"
"gun_1210","3648"
"gun_1316","3648"
"gun_537","3648"
"gun_99","3648"
"gun_2200","3645"
"gun_1232","3640"
"gun_2464","3640"
"gun_858","3636"
"gun_111","3630"
"gun_161","3630"
"gun_3760","3630"
"gun_9900","3630"
"gun_268","3626"
"gun_536","3626"
"gun_451","3618"
"gun_872","3618"
"gun_2580","3612"
"gun_715","3608"
"gun_434","3604"
"gun_363","3600"
"gun_954","3599"
"gun_133","3596"
"gun_119","3591"
"gun_194","3591"
"gun_357","3591"
"gun_388","3591"
"gun_97","3591"
"gun_125","3584"
"gun_3008","3584"
"gun_248","3575"
"gun_1770","3572"
"gun_1620","3570"
"gun_253","3570"
"gun_684","3564"
"gun_912","3564"
"gun_1100","3555"
"gun_196","3540"
"gun_1176","3538"
"gun_47","3538"
"gun_636","3538"
"gun_207","3528"
"gun_3726","3528"
"gun_570","3528"
"gun_6160","3528"
"gun_1974","3520"
"gun_2904","3519"
"gun_5808","3519"
"gun_8712","3519"
"gun_109","3510"
"gun_436","3510"
"gun_483","3510"
"gun_3520","3504"
"gun_443","3498"
"gun_159","3496"
"gun_3390","3496"
"gun_4830","3481"
"gun_744","3481"
"gun_8448","3479"
"gun_2700","3477"
"gun_190","3472"
"gun_203","3472"
"gun_380","3472"
"gun_406","3472"
"gun_428","3472"
"gun_95","3472"
"gun_1134","3456"
"gun_218","3456"
"gun_381","3456"
"gun_7040","3456"
"gun_1632","3450"
"gun_2112","3450"
"gun_249","3450"
"gun_2820","3450"
"gun_3784","3450"
"gun_498","3450"
"gun_232","3445"
"gun_464","3445"
"gun_2706","3431"
"gun_1092","3420"
"gun_392","3420"
"gun_426","3417"
"gun_824","3416"
"gun_435","3410"
"gun_4968","3410"
"gun_1230","3402"
"gun_343","3402"
"gun_1408","3400"
"gun_2340","3393"
"gun_4680","3393"
"gun_345","3380"
"gun_7728","3380"
"gun_4950","3366"
"gun_1848","3363"
"gun_199","3363"
"gun_3696","3363"
"gun_398","3363"
"gun_3080","3360"
"gun_474","3360"
"gun_5146","3360"
"gun_124","3355"
"gun_318","3355"
"gun_3542","3355"
"gun_148","3350"
"gun_296","3350"
"gun_3102","3350"
"gun_115","3348"
"gun_385","3348"
"gun_5760","3348"
"gun_924","3348"
"gun_393","3339"
"gun_712","3339"
"gun_7920","3332"
"gun_6768","3330"
"gun_770","3330"
"gun_152","3328"
"gun_1748","3328"
"gun_3496","3328"
"gun_6992","3328"
"gun_7590","3328"
"gun_205","3315"
"gun_410","3315"
"gun_438","3315"
"gun_4182","3312"
"gun_5676","3312"
"gun_590","3312"
"gun_8970","3304"
"gun_335","3300"
"gun_412","3294"
"gun_93","3294"
"gun_910","3290"
"gun_354","3286"
"gun_1419","3285"
"gun_1012","3276"
"gun_3404","3276"
"gun_6808","3276"
"gun_106","3266"
"gun_350","3250"
"gun_130","3248"
"gun_882","3248"
"gun_116","3245"
"gun_6930","3240"
"gun_1360","3234"
"gun_3818","3234"
"gun_4356","3234"
"gun_175","3224"
"gun_212","3224"
"gun_3588","3224"
"gun_424","3224"
"gun_7176","3224"
"gun_976","3224"
"gun_9240","3220"
"gun_783","3216"
"gun_782","3213"
"gun_9000","3213"
"gun_645","3196"
"gun_1375","3192"
"gun_105","3190"
"gun_2484","3190"
"gun_588","3190"
"gun_4752","3186"
"gun_2220","3185"
"gun_3168","3185"
"gun_3330","3185"
"gun_8096","3185"
"gun_1404","3180"
"gun_6336","3174"
"gun_2430","3172"
"gun_1215","3168"
"gun_228","3168"
"gun_456","3168"
"gun_301","3162"
"gun_1540","3150"
"gun_250","3150"
"gun_3864","3150"
"gun_195","3136"
"gun_78","3136"
"gun_191","3135"
"gun_382","3135"
"gun_1610","3132"
"gun_3220","3132"
"gun_3328","3132"
"gun_6440","3132"
"gun_1000","3128"
"gun_186","3127"
"gun_356","3127"
"gun_372","3127"
"gun_89","3127"
"gun_546","3124"
"gun_1872","3120"
"gun_6120","3120"
"gun_756","3116"
"gun_185","3111"
"gun_370","3111"
"gun_6000","3111"
"gun_58","3108"
"gun_918","3108"
"gun_6142","3105"
"gun_1240","3100"
"gun_308","3096"
"gun_353","3087"
"gun_402","3087"
"gun_5280","3087"
"gun_35","3080"
"gun_945","3080"
"gun_1350","3078"
"gun_3600","3068"
"gun_1800","3060"
"gun_1692","3053"
"gun_3384","3053"
"gun_342","3050"
"gun_1044","3038"
"gun_1680","3038"
"gun_2088","3038"
"gun_430","3038"
"gun_2400","3036"
"gun_5888","3036"
"gun_1980","3025"
"gun_1017","3024"
"gun_187","3024"
"gun_2730","3024"
"gun_374","3024"
"gun_4048","3024"
"gun_1088","3016"
"gun_294","3016"
"gun_500","3015"
"gun_678","3015"
"gun_658","3008"
"gun_1053","3000"
"gun_123","3000"
"gun_369","3000"
"gun_567","3000"
"gun_3960","2989"
"gun_2640","2976"
"gun_178","2968"
"gun_585","2968"
"gun_2080","2964"
"gun_2852","2964"
"gun_5704","2964"
"gun_5952","2958"
"gun_2952","2952"
"gun_774","2940"
"gun_286","2937"
"gun_429","2937"
"gun_572","2937"
"gun_1170","2926"
"gun_2538","2924"
"gun_4814","2916"
"gun_1224","2915"
"gun_1650","2915"
"gun_183","2915"
"gun_366","2915"
"gun_1518","2912"
"gun_3036","2912"
"gun_3120","2912"
"gun_6072","2912"
"gun_800","2912"
"gun_3840","2907"
"gun_394","2890"
"gun_2822","2867"
"gun_122","2862"
"gun_1664","2862"
"gun_244","2862"
"gun_488","2862"
"gun_1056","2856"
"gun_2970","2852"
"gun_1932","2850"
"gun_1242","2842"
"gun_1968","2840"
"gun_1456","2820"
"gun_664","2820"
"gun_179","2808"
"gun_358","2808"
"gun_1188","2806"
"gun_2376","2806"
"gun_4320","2805"
"gun_930","2800"
"gun_708","2795"
"gun_4590","2793"
"gun_704","2784"
"gun_3486","2772"
"gun_455","2772"
"gun_702","2772"
"gun_944","2760"
"gun_2256","2750"
"gun_1808","2730"
"gun_1880","2730"
"gun_620","2728"
"gun_1584","2714"
"gun_1476","2706"
"gun_1040","2704"
"gun_4482","2700"
"gun_1280","2688"
"gun_1458","2688"
"gun_1760","2688"
"gun_7104","2680"
"gun_6308","2679"
"gun_53","2668"
"gun_1152","2646"
"gun_2214","2646"
"gun_7470","2646"
"gun_870","2640"
"gun_1500","2632"
"gun_544","2624"
"gun_9936","2623"
"gun_1392","2601"
"gun_1248","2600"
"gun_295","2600"
"gun_966","2600"
"gun_612","2597"
"gun_5520","2592"
"gun_675","2592"
"gun_816","2585"
"gun_2944","2584"
"gun_2990","2576"
"gun_340","2574"
"gun_680","2574"
"gun_550","2565"
"gun_616","2560"
"gun_74","2550"
"gun_3680","2544"
"gun_1560","2537"
"gun_166","2520"
"gun_332","2520"
"gun_236","2508"
"gun_472","2508"
"gun_2880","2499"
"gun_2160","2496"
"gun_49","2496"
"gun_170","2494"
"gun_7138","2491"
"gun_512","2484"
"gun_452","2479"
"gun_904","2479"
"gun_2208","2478"
"gun_3264","2478"
"gun_470","2478"
"gun_37","2475"
"gun_378","2464"
"gun_1410","2460"
"gun_465","2460"
"gun_1120","2451"
"gun_3000","2448"
"gun_405","2448"
"gun_1024","2438"
"gun_825","2438"
"gun_306","2436"
"gun_1296","2430"
"gun_448","2430"
"gun_1376","2420"
"gun_1428","2420"
"gun_1128","2401"
"gun_1290","2400"
"gun_1504","2400"
"gun_2760","2400"
"gun_1440","2397"
"gun_261","2397"
"gun_315","2394"
"gun_459","2394"
"gun_780","2394"
"gun_1020","2392"
"gun_2040","2392"
"gun_990","2385"
"gun_940","2378"
"gun_1032","2376"
"gun_506","2376"
"gun_516","2376"
"gun_1530","2365"
"gun_4140","2350"
"gun_728","2350"
"gun_8280","2350"
"gun_936","2350"
"gun_4648","2340"
"gun_768","2340"
"gun_2346","2337"
"gun_8832","2337"
"gun_2304","2332"
"gun_846","2322"
"gun_1728","2320"
"gun_118","2318"
"gun_143","2310"
"gun_273","2310"
"gun_3648","2310"
"gun_660","2304"
"gun_666","2303"
"gun_880","2303"
"gun_888","2303"
"gun_630","2296"
"gun_66","2295"
"gun_2024","2294"
"gun_1944","2280"
"gun_201","2280"
"gun_275","2280"
"gun_1080","2268"
"gun_258","2268"
"gun_255","2263"
"gun_900","2257"
"gun_1840","2256"
"gun_408","2255"
"gun_444","2254"
"gun_640","2254"
"gun_810","2236"
"gun_9984","2232"
"gun_226","2220"
"gun_177","2204"
"gun_339","2204"
"gun_1200","2200"
"gun_310","2193"
"gun_696","2193"
"gun_750","2193"
